element,action,new_diameter_m,d_cost,so,1,2,3,4,5,6,7,8,9,leak_pipe_diameter_mm,d_benefit,mb,iter,year
L2934,pipe,0.5,775.6315,8.963561301,0.937941344,0.788657978,0.263767885,0.78458244,0.803285027,0.533286368,93005.82263,16369.73828,0.806939878,,0.036438699,4.70E-05,15,4
Leak_716,leak,,2478.674467,8.888050578,0.941438551,0.788657978,0.266220392,0.788905033,0.808055318,0.532934132,92989.29683,16381.36621,0.812569408,110,0.111949422,4.52E-05,15,4
L2935,pipe,0.125,4795.08125,8.836437386,0.941792885,0.786896795,0.266831049,0.790822501,0.808668115,0.532934132,93989.94513,16379.53223,0.815243155,,0.163562614,3.41E-05,15,4
L1523,pipe,0.2,3318.3345,8.910537315,0.939117563,0.789010215,0.264635833,0.787695257,0.804669285,0.533990842,93022.66568,16359.03223,0.811507944,,0.089462685,2.70E-05,15,4
L2291,pipe,0.2,1176.829,8.922019344,0.940985676,0.793589292,0.266350716,0.789212355,0.807960707,0.545614653,91211.01573,16378.4873,0.812754246,,0.077980656,6.63E-05,16,4
Leak_646,leak,,2470.716352,8.934153065,0.943044583,0.786544558,0.268309461,0.794481296,0.812075534,0.532934132,94060.13337,16377.69141,0.820460814,110,0.065846935,2.67E-05,16,4
L2834,pipe,0.15,494.702,8.986819842,0.938889029,0.786192321,0.264478151,0.783919985,0.804494215,0.532934132,94183.81638,16370.22168,0.806271774,,0.013180158,2.66E-05,16,4
L1543,pipe,0.1,11818.719,8.75368419,0.943115869,0.792532582,0.267318469,0.791009768,0.811459277,0.532581895,91910.76504,16370.24414,0.814836463,,0.24631581,2.08E-05,16,4
L2291,pipe,0.25,1491.349,8.910342818,0.942210118,0.792180345,0.267255673,0.789174164,0.810644729,0.532581895,91997.76347,16400.16211,0.812563179,,0.089657182,6.01E-05,17,4
L1543,pipe,0.125,3166.48475,8.882614642,0.942363173,0.798520606,0.266776995,0.787806421,0.811142211,0.532581895,90224.86948,16390.9043,0.809849046,,0.117385358,3.71E-05,17,4
Leak_718,leak,,2477.869202,8.910964953,0.942298177,0.792884819,0.265579328,0.789533993,0.809751505,0.533286368,91480.23529,16402.73828,0.812271905,125,0.089035047,3.59E-05,17,4
L1754,pipe,0.2,7411.46,8.829988106,0.943417786,0.792180345,0.267922238,0.793613233,0.81243123,0.533286368,91986.47832,16378.78613,0.818183852,,0.170011894,2.29E-05,17,4
L2254,pipe,0.15,266.10875,8.991895717,0.940622956,0.796759422,0.265757142,0.786464288,0.809001849,0.531877422,90666.13572,16400.70898,0.807525017,,0.008104283,3.05E-05,18,4
L1754,pipe,0.25,3156.5275,8.932054881,0.944900116,0.799225079,0.269562487,0.793431053,0.815686222,0.533638605,90123.83124,16388.34375,0.816866238,,0.067945119,2.15E-05,18,4
L1474,pipe,0.1,8695.314,8.841771706,0.942249954,0.787601268,0.26678597,0.791315022,0.809298839,0.533638605,93472.27593,16390.85547,0.815416837,,0.158228294,1.82E-05,18,4
L1517,pipe,0.45,1844.142,8.77145785,0.94766769,0.804860867,0.27243161,0.800465702,0.821126235,0.54913702,87670.13753,16375.37012,0.825722632,,0.22854215,0.000123929,19,4
L1569,pipe,0.125,11468.92875,8.792361009,0.943501652,0.793589292,0.268651317,0.795230759,0.814847301,0.533638605,91500.59991,16378.44922,0.820062843,,0.207638991,1.81E-05,19,4
L2935,pipe,0.15,1216.56125,8.981831284,0.941042285,0.797111659,0.263684716,0.786077898,0.808801515,0.533638605,90425.95212,16448.39258,0.806733213,,0.018168716,1.49E-05,19,4
L2254,pipe,0.2,665.6425,8.961334446,0.941929167,0.798520606,0.266323731,0.791458339,0.81298139,0.532934132,90017.64854,16401.35156,0.813642745,,0.038665554,5.81E-05,20,4
L1568,pipe,0.125,781.43375,8.955200281,0.941281303,0.800281789,0.265967679,0.792072928,0.811775608,0.533990842,89609.3498,16346.7373,0.814080708,,0.044799719,5.73E-05,20,4
Leak_1997,leak,,2433.04318,8.900484044,0.942849595,0.798872843,0.266799731,0.794106313,0.814585168,0.533990842,89945.88391,16378.71582,0.817130696,125,0.099515956,4.09E-05,20,4
Leak_750,leak,,2567.487639,8.905321042,0.943210218,0.798520606,0.267115956,0.793687491,0.814848297,0.532934132,90017.07333,16390.22461,0.816221061,125,0.094678958,3.69E-05,20,4
L2934,pipe,0.6,1790.123,8.937755888,0.94232124,0.798872843,0.266684811,0.792328248,0.81357558,0.533638605,89987.81955,16389.53711,0.814762033,,0.062244112,3.48E-05,20,4
Leak_748,leak,,2561.213219,8.935149587,0.942792985,0.798872843,0.26644127,0.791858764,0.81381638,0.533990842,89939.19883,16411.5957,0.813705584,125,0.064850413,2.53E-05,20,4
Leak_749,leak,,2571.64118,8.944659023,0.942344303,0.798520606,0.266808386,0.791892427,0.813579249,0.533286368,90068.36438,16378.99414,0.814227816,125,0.055340977,2.15E-05,20,4
L1568,pipe,0.15,198.25775,8.970160552,0.94127082,0.800634026,0.265455161,0.789661653,0.811776971,0.533990842,89534.57327,16346.03516,0.810575817,,0.029839448,0.000150508,21,4
L1541,pipe,0.2,5820.1625,8.766255079,0.945095104,0.799929553,0.268465115,0.799585504,0.818745073,0.535047552,89863.84591,16388.50391,0.824055866,,0.233744921,4.02E-05,21,4
L1526,pipe,0.3,2978.2025,8.893196224,0.943470202,0.800986263,0.267370701,0.792799968,0.815573685,0.534695315,89380.20768,16366.82227,0.814395578,,0.106803776,3.59E-05,21,4
L2421,pipe,0.2,3515.016,8.925660439,0.942832822,0.798520606,0.267308052,0.792516634,0.814304951,0.533286368,90042.48974,16400.76563,0.815098386,,0.074339561,2.11E-05,21,4
L1474,pipe,0.125,2329.6585,8.842398174,0.947130948,0.800281789,0.26918057,0.798371199,0.821943403,0.534343079,89724.30818,16388.85547,0.821238576,,0.157601826,6.77E-05,22,4
L1466,pipe,0.35,2710.15,8.92541602,0.944088713,0.799929553,0.26655549,0.79811068,0.816263115,0.535047552,89825.49053,16400.9707,0.822133534,,0.07458398,2.75E-05,22,4
Leak_1909,leak,,2605.473758,8.956124218,0.943679867,0.799577316,0.266681043,0.796146409,0.815647172,0.535047552,89813.27054,16356.14844,0.820122456,160,0.043875782,1.68E-05,22,4
Leak_2107,leak,,2430.98931,8.967949145,0.941453228,0.787601268,0.270703575,0.781043196,0.805654133,0.530116238,93753.39819,16404.74023,0.803271489,63,0.032050855,1.32E-05,22,4
L1569,pipe,0.15,2909.78475,8.961810711,0.941872557,0.800634026,0.265907457,0.788659275,0.812327865,0.533638605,89539.18578,16390.91406,0.80864548,,0.038189289,1.31E-05,22,4
Leak_1539,leak,,3079.426584,8.959725347,0.941715309,0.797816132,0.265098064,0.790570257,0.812603889,0.532229658,90304.83523,16368.05664,0.811881029,250,0.040274653,1.31E-05,22,4
L1568,pipe,0.2,495.9205,8.989654378,0.940461514,0.776329694,0.263182197,0.790597712,0.811412993,0.369144065,100412.9186,16334.62402,0.811976465,,0.010345622,2.09E-05,23,4
Leak_909,leak,,2245.301888,8.965371359,0.940868263,0.802042973,0.262141785,0.793818114,0.812506238,0.536104262,89243.23664,16380.8916,0.814762296,63,0.034628641,1.54E-05,23,4
Leak_910,leak,,2251.654117,8.967526254,0.942581224,0.80239521,0.264101509,0.795201514,0.815206352,0.537160972,89135.3314,16379.73828,0.816579432,63,0.032473746,1.44E-05,23,4
Leak_2579,leak,,2374.245185,8.96914626,0.94126453,0.784078901,0.27186356,0.781129644,0.806312428,0.528002818,95098.91524,16391.96484,0.804246326,90,0.03085374,1.30E-05,23,4
L2015,pipe,0.05,937.763,8.987930449,0.93662465,0.786896795,0.266997872,0.775799585,0.79862439,0.529059528,94377.30065,16372.85254,0.797126754,,0.012069551,1.29E-05,23,4
L2888,pipe,0.1,6434.019,8.917216742,0.939662691,0.772807327,0.265592215,0.788205672,0.80615455,0.527298344,101159.367,16358.34473,0.812503955,,0.082783258,1.29E-05,23,4
Leak_2302,leak,,3041.588984,8.960024982,0.946413895,0.799577316,0.269156064,0.802023005,0.822640538,0.533990842,90136.98436,16342.2002,0.826142205,250,0.039975018,1.31E-05,24,4
Leak_1114,leak,,2421.32785,8.968952591,0.941438551,0.787601268,0.270720592,0.781489417,0.805726415,0.529764001,93788.06462,16404.88086,0.80381854,63,0.031047409,1.28E-05,24,4
Leak_1648,leak,,2359.892227,8.969937463,0.936553364,0.787601268,0.261247777,0.779529955,0.799795682,0.533990842,93602.92479,16370.51074,0.799235782,63,0.030062537,1.27E-05,24,4
L392,pipe,0.05,1005.9925,8.987277899,0.936838508,0.786544558,0.266104182,0.77476992,0.798120775,0.528355055,93892.40756,16416.93359,0.795201203,,0.012722101,1.26E-05,24,4
Leak_1860,leak,,2439.158504,8.969411329,0.940100891,0.787953505,0.26944642,0.784328798,0.804129975,0.529411765,93828.54138,16426.80859,0.808120166,63,0.030588671,1.25E-05,24,4
Leak_645,leak,,2489.522893,8.96896984,0.938065046,0.786544558,0.26612844,0.779808257,0.800811088,0.529764001,94240.97741,16360.56152,0.801959468,110,0.03103016,1.25E-05,24,4
Leak_549,leak,,2451.754937,8.972247803,0.940918583,0.787249031,0.270998157,0.78250734,0.805435348,0.529411765,94111.05648,16381.92188,0.805298646,63,0.027752197,1.13E-05,24,4
L1387,pipe,0.125,3177.02875,8.964068916,0.938421476,0.787249031,0.266249625,0.784023432,0.803320565,0.531172948,93445.4864,16359.94824,0.807275965,,0.035931084,1.13E-05,24,4
L345,pipe,0.05,826.9555,8.990877072,0.937488468,0.787249031,0.267074278,0.774798046,0.799235248,0.529411765,93873.98703,16416.65234,0.79521783,,0.009122928,1.10E-05,24,4
L2744,pipe,0.075,4397.7165,8.951781288,0.941140828,0.787953505,0.270552404,0.783972212,0.805535463,0.529411765,93810.86374,16405.39258,0.807425703,,0.048218712,1.10E-05,24,4
L2043,pipe,0.063,761.455526,8.991652826,0.93801263,0.787953505,0.267584178,0.775838951,0.800104465,0.529764001,93782.62509,16416.57031,0.796672864,,0.008347174,1.10E-05,24,4
Leak_304,leak,,2232.76668,8.976309143,0.934345595,0.787249031,0.264079055,0.774893162,0.794839051,0.530116238,94314.22987,16384.42383,0.796185405,75,0.023690857,1.06E-05,24,4
L794,pipe,0.05,1703.12,8.982022742,0.934999748,0.786192321,0.26522275,0.772378886,0.795928993,0.529059528,94398.90628,16383.98633,0.792586743,,0.017977258,1.06E-05,24,4
L1644,pipe,0.1,3794.958,8.961091702,0.939388031,0.785840085,0.267112763,0.78340806,0.804085684,0.530468475,94406.23806,16393.01172,0.806933422,,0.038908298,1.03E-05,24,4
Leak_1250,leak,,2790.595903,8.971774192,0.942115768,0.802042973,0.263621086,0.793141568,0.814212646,0.535752025,89249.61497,16390.61914,0.813968672,250,0.028225808,1.01E-05,24,4
L2736,pipe,0.075,1128.2605,8.988677846,0.936913987,0.788305741,0.264559666,0.779273406,0.800830796,0.531877422,93360.837,16371.33789,0.80101486,,0.011322154,1.00E-05,24,4
L2846,pipe,0.125,6051.2475,8.942305516,0.939302068,0.787249031,0.266221974,0.787679208,0.805408406,0.532934132,93893.82202,16392.47852,0.811834911,,0.057694484,9.53E-06,24,4
L1636,pipe,0.125,6061.86,8.94385406,0.940752948,0.786544558,0.267334546,0.783437137,0.806848802,0.532581895,93948.62555,16403.00586,0.806134742,,0.05614594,9.26E-06,24,4
L2043,pipe,0.075,90.769224,8.989131381,0.946065851,0.799929553,0.266954076,0.800920871,0.822328819,0.536456499,90106.16342,16353.13477,0.824594749,,0.010868619,0.000119739,25,4
L2828,pipe,0.15,370.6675,8.964503076,0.946801775,0.799225079,0.267259965,0.801504538,0.823668839,0.535752025,90107.41205,16365.5957,0.824962446,,0.035496924,9.58E-05,25,4
L2817,pipe,0.3,230.4705,8.981094668,0.941306463,0.799929553,0.261962182,0.793458117,0.814189006,0.536104262,90072.89984,16367.23535,0.815146989,,0.018905332,8.20E-05,25,4
L2830,pipe,0.2,154.905,8.98874676,0.944294185,0.799929553,0.264978216,0.79703779,0.819009722,0.537513209,90016.74731,16365.91895,0.819695841,,0.01125324,7.26E-05,25,4
L18,pipe,0.05,142.9155,8.992858487,0.94511607,0.799929553,0.265691788,0.799763322,0.820793183,0.536456499,89941.01762,16376.29102,0.823387479,,0.007141513,5.00E-05,25,4
L794,pipe,0.063,208.84448,8.993382408,0.94519784,0.799929553,0.2657765,0.799304407,0.820558253,0.536808735,90027.97986,16365.68359,0.822819748,,0.006617592,3.17E-05,25,4
Leak_2314,leak,,2683.228349,8.972915742,0.946332126,0.799929553,0.266868983,0.801679001,0.822642163,0.535752025,90013.53424,16331.55371,0.825564699,160,0.027084258,1.01E-05,25,4
L2846,pipe,0.15,1535.2635,8.9848541,0.943700834,0.800281789,0.263755943,0.797087221,0.818514022,0.534695315,89895.78958,16377.72949,0.819198797,,0.0151459,9.87E-06,25,4
L2613,pipe,0.15,3111.1525,8.971390885,0.941358879,0.800281789,0.265798718,0.789363165,0.811846894,0.533990842,89603.84198,16335.44434,0.810125734,,0.028609115,9.20E-06,25,4
L3006,pipe,0.125,1079.99875,8.990086265,0.94376583,0.800634026,0.26540861,0.798387527,0.817710011,0.535399789,89705.61087,16345.83203,0.82109282,,0.009913735,9.18E-06,25,4
Leak_1851,leak,,2317.803875,8.979322483,0.937253644,0.788305741,0.26548854,0.778097404,0.798486064,0.530468475,93651.5381,16417.96875,0.799768724,110,0.020677517,8.92E-06,25,4
Leak_3487,leak,,2473.688235,8.977960327,0.938652108,0.790771398,0.267333035,0.776524612,0.799945959,0.480098626,95893.59162,16406.92383,0.797626289,150,0.022039673,8.91E-06,25,4
L2830,pipe,0.25,196.305,8.994803104,0.945428471,0.800281789,0.264469843,0.800002649,0.821069363,0.536456499,89809.71046,16365.88379,0.823139408,,0.005196896,2.65E-05,26,4
L3006,pipe,0.15,274.00675,8.994225467,0.944296281,0.799929553,0.264214958,0.797662556,0.819577756,0.534343079,89982.88553,16365.23535,0.820530922,,0.005774533,2.11E-05,26,4
L2043,pipe,0.1,232.24825,8.996033482,0.945111877,0.799577316,0.264695703,0.79814943,0.820495301,0.534343079,90156.34147,16365.19922,0.820929824,,0.003966518,1.71E-05,26,4
L2828,pipe,0.2,927.185,8.985148163,0.945430567,0.801690736,0.264724805,0.798441096,0.820995509,0.536456499,89500.34757,16363.96582,0.82136659,,0.014851837,1.60E-05,26,4
Leak_1296,leak,,2434.679837,8.978436226,0.936266123,0.788305741,0.265129022,0.775995968,0.797005883,0.530468475,93693.53029,16429.04492,0.796861802,32,0.021563774,8.86E-06,26,4
Leak_3492,leak,,2523.811841,8.977685879,0.936343699,0.788305741,0.265098836,0.776706344,0.797135456,0.530468475,93633.6419,16418.24219,0.797687617,150,0.022314121,8.84E-06,26,4
Leak_1287,leak,,2380.110537,8.979143619,0.936446435,0.788305741,0.265639652,0.777011877,0.797573288,0.530468475,93640.70282,16406.32813,0.798080485,60,0.020856381,8.76E-06,26,4
Leak_2882,leak,,2400.530374,8.979070147,0.934337208,0.785487848,0.264421925,0.772324534,0.794761423,0.528002818,94475.6861,16384.29102,0.792532719,63,0.020929853,8.72E-06,26,4
L2834,pipe,0.2,1237.444,8.989254081,0.943310857,0.799225079,0.263873516,0.797082804,0.81822306,0.534695315,90093.91593,16388.26563,0.819731962,,0.010745919,8.68E-06,26,4
L3179,pipe,0.05,1189.741,8.989774958,0.937524111,0.787249031,0.266953815,0.775506801,0.799269947,0.529411765,93880.45126,16405.81641,0.796054989,,0.010225042,8.59E-06,26,4
L1644,pipe,0.125,1016.7495,8.991273417,0.944684161,0.799929553,0.265304872,0.798613154,0.820025548,0.536456499,89928.92928,16376.41699,0.821810677,,0.008726583,8.58E-06,26,4
L183,pipe,0.05,1105.283,8.990591179,0.937891025,0.787249031,0.267019665,0.779779795,0.799990041,0.529411765,93809.28241,16428.01758,0.802055263,,0.009408821,8.51E-06,26,4
L1644,pipe,0.15,1220.7795,8.940888598,0.945084621,0.799929553,0.2637539,0.799286178,0.820883758,0.534695315,89865.16822,16354.29102,0.822287514,,0.059111402,4.84E-05,27,4
Leak_2471,leak,,2994.933087,8.881979338,0.946883544,0.801338499,0.265423145,0.799544852,0.823351092,0.535399789,89592.7916,16352.7041,0.822925692,250,0.118020662,3.94E-05,27,4
L2043,pipe,0.125,290.55325,8.989182808,0.94369035,0.800986263,0.263752086,0.795762255,0.818723739,0.535752025,89747.05822,16319.60059,0.818516942,,0.010817192,3.72E-05,27,4
L1955,pipe,0.2,3904.7285,8.893560142,0.946072141,0.799929553,0.264872991,0.801053955,0.822323053,0.536104262,89716.85037,16342.35547,0.824602116,,0.106439858,2.73E-05,27,4
L1543,pipe,0.15,3801.89975,8.871025356,0.948210721,0.801690736,0.267011292,0.802227216,0.826261553,0.535047552,89672.42519,16362.83789,0.826118729,,0.128974644,3.39E-05,28,4
L2935,pipe,0.2,3043.0975,8.922879674,0.947223201,0.799929553,0.265669682,0.800345815,0.824404133,0.535399789,89731.31404,16385.33594,0.823593827,,0.077120326,2.53E-05,28,4
L2043,pipe,0.15,348.85825,8.992198048,0.943151512,0.801338499,0.262420902,0.793248427,0.817176938,0.535047552,89598.96138,16352.9209,0.815060086,,0.007801952,2.24E-05,28,4
L1526,pipe,0.35,3496.9025,8.93420645,0.946984183,0.801338499,0.265581354,0.800025967,0.823606883,0.535399789,89631.52969,16352.69238,0.823424055,,0.06579355,1.88E-05,28,4
L3006,pipe,0.2,685.3985,8.990251291,0.942465909,0.801338499,0.261906015,0.795491055,0.816333719,0.535752025,89583.96469,16331.6084,0.818329522,,0.009748709,1.42E-05,28,4
L2196,pipe,0.2,3675.336,8.951213303,0.946638236,0.802042973,0.265715382,0.799648076,0.823450683,0.535399789,89378.39241,16353.32715,0.822644026,,0.048786697,1.33E-05,29,4
L1474,pipe,0.15,2797.1485,8.966973117,0.938878545,0.802042973,0.257301353,0.78967675,0.810965674,0.537513209,89129.68913,16399.46875,0.809338486,,0.033026883,1.18E-05,29,4
L1539,pipe,0.15,5759.7345,8.947705872,0.946782905,0.802042973,0.265554613,0.801639188,0.823770526,0.535399789,89459.3346,16332.29785,0.825007945,,0.052294128,9.08E-06,29,4
L795,pipe,0.05,1433.1685,8.987931358,0.942822339,0.799577316,0.263449155,0.793289358,0.816520321,0.535399789,90125.88598,16366.46387,0.814691446,,0.012068642,8.42E-06,29,4
L33,pipe,0.063,263.48281,8.997784328,0.940260236,0.787249031,0.269443141,0.782017279,0.803980746,0.529411765,93896.97073,16416.57031,0.804696949,,0.002215672,8.41E-06,29,4
L2254,pipe,0.25,843.5425,8.347682562,0.943811956,0.799929553,0.262261265,0.799090299,0.819602811,0.536104262,90399.80817,16387.56641,0.822175975,,0.652317438,0.000773307,30,4
L2934,pipe,0.7,2108.603,8.254982907,0.945290092,0.801338499,0.263928819,0.802461063,0.822034502,0.535399789,89501.61706,16375.78711,0.826859391,,0.745017093,0.000353323,30,4
L1517,pipe,0.5,2055.102,8.405816498,0.942388333,0.801338499,0.260899178,0.796245774,0.817220601,0.535047552,89583.45684,16355.23145,0.818191831,,0.594183502,0.000289126,30,4
Leak_2470,leak,,3000.582949,8.272710377,0.94477851,0.802042973,0.263206689,0.801699914,0.821229704,0.536104262,89483.06669,16354.47168,0.825761185,250,0.727289623,0.000242383,30,4
L1466,pipe,0.4,3112.15,8.338959194,0.943407303,0.802042973,0.262182944,0.79893222,0.819309385,0.536104262,89425.87498,16354.21582,0.821873929,,0.661040806,0.000212406,30,4
L1539,pipe,0.2,2915.5815,8.404992061,0.943109579,0.802042973,0.261908246,0.794732254,0.818637672,0.535399789,89483.34781,16343.66602,0.815100895,,0.595007939,0.000204079,30,4
L1273,pipe,0.1,49.1145,8.853968412,0.946430668,0.802747446,0.265006311,0.801772159,0.824062379,0.535752025,89269.16254,16352.64355,0.825068452,,0.146031588,0.002973289,31,4
L2619,pipe,0.2,6577.796,8.277260131,0.944547879,0.80239521,0.263821572,0.801351212,0.82148277,0.536104262,89366.89233,16363.4668,0.825163388,,0.722739869,0.000109876,31,4
L1527,pipe,0.125,7856.43375,8.148928719,0.947866871,0.802042973,0.266838387,0.805646741,0.826669979,0.535752025,89374.15668,16330.81934,0.830138855,,0.851071281,0.000108328,31,4
L2196,pipe,0.25,1565.319,8.900701045,0.945225096,0.802042973,0.264504918,0.800645533,0.822558664,0.536104262,89388.94234,16331.8623,0.823735474,,0.099298955,6.34E-05,32,4
L2254,pipe,0.3,1021.4425,8.946924029,0.943698737,0.803804156,0.262158795,0.798768605,0.820014697,0.536456499,89167.27842,16353.00195,0.820424434,,0.053075971,5.20E-05,32,4
Leak_2468,leak,,3004.960749,8.896068814,0.94657324,0.802042973,0.265435661,0.798671421,0.824394174,0.535399789,89440.94273,16296.53809,0.82034308,250,0.103931186,3.46E-05,32,4
Leak_2293,leak,,3074.973379,8.895191706,0.946856287,0.802042973,0.265308039,0.79791385,0.824475366,0.537160972,89213.36215,16341.12891,0.81929424,250,0.104808294,3.41E-05,32,4
Leak_819,leak,,2475.883256,8.931122841,0.943572938,0.802747446,0.261733953,0.800190029,0.819004114,0.536104262,89278.73477,16354.27441,0.823056233,100,0.068877159,2.78E-05,32,4
L2619,pipe,0.25,2801.4715,8.936217207,0.945556366,0.801690736,0.265008516,0.797099691,0.823411475,0.535752025,89474.4554,16362.26855,0.818616733,,0.063782793,2.28E-05,32,4
L1198,pipe,0.125,2182.28375,8.75500132,0.946996763,0.80239521,0.265547444,0.800648273,0.825485164,0.536104262,89216.78195,16341.30664,0.823318182,,0.24499868,0.000112267,33,4
L2934,pipe,0.8,2427.083,8.873571881,0.943952431,0.802042973,0.262506976,0.797849153,0.820268916,0.535752025,89440.16336,16353.43066,0.819694603,,0.126428119,5.21E-05,33,4
L1754,pipe,0.3,3822.2275,8.843448849,0.944728191,0.80239521,0.262872472,0.798435113,0.821654695,0.536456499,89280.29075,16365.02344,0.819949294,,0.156551151,4.10E-05,33,4
L1517,pipe,0.6,4743.084,8.82766464,0.945300575,0.803099683,0.264660794,0.797769583,0.822959281,0.535752025,89109.24652,16340.19141,0.819566503,,0.17233536,3.63E-05,33,4
L1198,pipe,0.15,553.66775,8.979577113,0.941876751,0.80239521,0.259887895,0.793330402,0.817009993,0.536808735,89328.54826,16388.23242,0.813227773,,0.020422887,3.69E-05,34,4
L2882,pipe,0.3,2222.025,8.944547308,0.942400912,0.801690736,0.261822682,0.795144646,0.8184593,0.535752025,89534.03489,16341.99707,0.816187365,,0.055452692,2.50E-05,34,4
L1527,pipe,0.15,1993.25775,8.968428042,0.943640031,0.80239521,0.261587756,0.797518401,0.819408504,0.536104262,89152.59733,16344.50879,0.818523641,,0.031571958,1.58E-05,34,4
L1197,pipe,0.25,761.0475,8.989038959,0.943524715,0.80239521,0.262324616,0.796033008,0.819669589,0.536456499,89186.87378,16341.20898,0.81715525,,0.010961041,1.44E-05,34,4
L2931,pipe,0.2,6677.328,8.917148983,0.942602191,0.80345192,0.261533229,0.796215075,0.818025661,0.536456499,89165.88125,16341.92969,0.817435187,,0.082851017,1.24E-05,34,4
L3006,pipe,0.25,868.5785,8.990395169,0.944023717,0.802042973,0.262351279,0.797907028,0.820481097,0.536104262,89342.60045,16375.40625,0.819818191,,0.009604831,1.11E-05,34,4
L1197,pipe,0.3,275.2555,8.97874864,0.943023617,0.780908771,0.262572597,0.796889776,0.818759802,0.373018669,99800.43096,16340.94727,0.819010033,,0.02125136,7.72E-05,35,4
L2254,pipe,0.35,1199.3425,8.937377044,0.944973498,0.802747446,0.263274815,0.79889168,0.822324416,0.537513209,89119.88048,16373.90723,0.820994249,,0.062622956,5.22E-05,35,4
L1526,pipe,0.4,4015.6025,8.828023118,0.947229491,0.80239521,0.264917542,0.803557382,0.825299506,0.536808735,89174.65969,16385.48047,0.827196199,,0.171976882,4.28E-05,35,4
L1523,pipe,0.25,4205.1945,8.860982131,0.94696741,0.802747446,0.264953985,0.801282993,0.824900724,0.536808735,89172.52588,16374.24902,0.824015527,,0.139017869,3.31E-05,35,4
L1466,pipe,0.45,3514.15,8.886221148,0.946338416,0.802747446,0.264377435,0.800388424,0.824156519,0.537513209,89135.85785,16373.44043,0.822669328,,0.113778852,3.24E-05,35,4
L2919,pipe,0.35,3051.548,8.913543337,0.945824737,0.802747446,0.263721206,0.799556204,0.823440619,0.536808735,89187.78067,16395.73633,0.821472935,,0.086456663,2.83E-05,35,4
L2888,pipe,0.125,1723.80975,8.519655605,0.943564552,0.80239521,0.261898853,0.797381291,0.819523977,0.536104262,89298.75568,16376.25293,0.819092285,,0.480344395,0.000278653,36,4
L2931,pipe,0.25,2843.862,8.452425441,0.946738875,0.80239521,0.264476774,0.801040423,0.824433224,0.536456499,89262.46409,16364.24609,0.823707449,,0.547574559,0.000192546,36,4
L1515,pipe,0.3,3808.792,8.338500262,0.948873262,0.802747446,0.267915413,0.804955433,0.828484208,0.536456499,89196.57609,16349.34082,0.829031262,,0.661499738,0.000173677,36,4
L1539,pipe,0.25,3694.8015,8.447011197,0.946363575,0.802747446,0.264359472,0.802145073,0.823803181,0.536808735,89377.59911,16396.52734,0.825383903,,0.552988803,0.000149667,36,4
L2619,pipe,0.3,3392.2915,8.522878044,0.943577131,0.80239521,0.262638927,0.796532687,0.820200932,0.536456499,89396.16868,16374.50977,0.817883451,,0.477121956,0.000140649,36,4
L2196,pipe,0.3,1895.439,8.848985636,0.946296483,0.802042973,0.263805583,0.800221399,0.823279229,0.536456499,89416.72522,16375.62305,0.822885682,,0.151014364,7.97E-05,37,4
L2931,pipe,0.3,3443.622,8.748347356,0.945680068,0.80873547,0.265312934,0.801371902,0.82368687,0.551954914,87031.59169,16326.49805,0.824488353,,0.251652644,7.31E-05,37,4
L2888,pipe,0.15,2069.72475,8.866574198,0.945577333,0.802042973,0.263250462,0.800219441,0.822402831,0.536456499,89401.25057,16374.02441,0.822830002,,0.133425802,6.45E-05,37,4
L1466,pipe,0.5,3916.15,8.771405178,0.946873061,0.802747446,0.26505355,0.804512789,0.824586017,0.536456499,89263.87025,16395.32617,0.82955488,,0.228594822,5.84E-05,37,4
L1273,pipe,0.125,61.4445,8.959800685,0.945237676,0.802042973,0.263489615,0.800766091,0.822068625,0.536104262,89312.26566,16405.72266,0.824383305,,0.040199315,0.000654238,38,4
L1288,pipe,0.125,162.28225,8.978193657,0.94476593,0.801690736,0.263440085,0.799412104,0.821703756,0.535752025,89420.20266,16372.21191,0.822240347,,0.021806343,0.000134373,38,4
L3006,pipe,0.3,1051.7585,8.932644055,0.946919187,0.80239521,0.264239664,0.800336756,0.824251497,0.537513209,89218.80406,16386.90039,0.82264726,,0.067355945,6.40E-05,38,4
L1472,pipe,0.25,6804.66,8.672884715,0.949147923,0.80239521,0.267804189,0.80742928,0.829348079,0.537160972,89213.82488,16349.17383,0.832571351,,0.327115285,4.81E-05,38,4
L1636,pipe,0.15,1537.956,8.926285887,0.945986179,0.80239521,0.264227495,0.801788767,0.823314139,0.540683339,89317.68514,16361.94336,0.825352308,,0.073714113,4.79E-05,38,4
L2817,pipe,0.35,270.6105,8.894092173,0.947579631,0.802042973,0.265786098,0.802126117,0.826352862,0.536808735,89411.28691,16395.16016,0.825147971,,0.105907827,0.000391366,39,4
L2828,pipe,0.25,1174.985,8.872087943,0.947550278,0.802042973,0.266057768,0.803711491,0.826492865,0.537160972,89347.9533,16352.04004,0.827390857,,0.127912057,0.000108863,39,4
Leak_800,leak,,2382.287191,8.838895587,0.948250558,0.803099683,0.266885002,0.804175103,0.827489873,0.536808735,89258.33155,16360.72266,0.828614492,75,0.161104413,6.76E-05,39,4
Leak_2233,leak,,2555.481656,8.83529327,0.945757644,0.809087707,0.264117564,0.802830063,0.823865347,0.55230715,86987.7546,16363.40723,0.826380844,110,0.16470673,6.45E-05,39,4
