Link,Length,Coef,aux,Link_id,Length_,Leak_id
L2103,12.57,0.00124,0,L2103,12.57,Leak_1399
L2103,37.99,0.0011,1,L2103_1,25.42,Leak_1400
L2103,47.87,0.00117,2,L2103_2,9.88,Leak_1401
L2103,207.48,0.00124,3,L2103_3,159.61,Leak_1402
L2104,157.86,0.00136,0,L2104,157.86,Leak_1403
L2105,0.35,0.00045,0,L2105,0.35,Leak_1404
L2106,32.26,0.00105,0,L2106,32.26,Leak_1405
L2107,10.6,0.00046,0,L2107,10.6,Leak_1406
L2108,56.79,0.00199,0,L2108,56.79,Leak_1407
L2108,112.37,0.00208,1,L2108_1,55.58,Leak_1408
L2108,179.94,0.00181,2,L2108_2,67.57,Leak_1409
L2108,254.05,0.00206,3,L2108_3,74.11,Leak_1410
L2109,18.46,0.00244,0,L2109,18.46,Leak_1411
L211,1.92,0.000025,0,L211,1.92,Leak_1412
L211,14.62,0.000026,1,L211_1,12.7,Leak_1413
L2112,87.82,0.00136,0,L2112,87.82,Leak_1414
L2112,179.56,0.0016,1,L2112_1,91.74,Leak_1415
L2112,244.86,0.00158,2,L2112_2,65.3,Leak_1416
L2113,110.98,0.0065,0,L2113,110.98,Leak_1417
L2115,54.34,0.00478,0,L2115,54.34,Leak_1418
L2115,103.97,0.00451,1,L2115_1,49.63,Leak_1419
L2115,257.84,0.0047,2,L2115_2,153.87,Leak_1420
L2116,20.31,0.00108,0,L2116,20.31,Leak_1421
L2117,3.9,0.00799,0,L2117,3.9,Leak_1422
L212,0.05,0.00014,0,L212,0.05,Leak_1423
L2120,14.04,0.000099,0,L2120,14.04,Leak_1424
L2120,15.2,0.0001,1,L2120_1,1.16,Leak_1425
L2124,0.14,0.000094,0,L2124,0.14,Leak_1426
L2126,106.32,0.00511,0,L2126,106.32,Leak_1427
L2127,44.53,0.00074,0,L2127,44.53,Leak_1428
L2127,61.19,0.00073,1,L2127_1,16.66,Leak_1429
L2130,71.18,0.0022,0,L2130,71.18,Leak_1430
L2130,124.96,0.00191,1,L2130_1,53.78,Leak_1431
L2130,130.89,0.00232,2,L2130_2,5.93,Leak_1432
L2131,56.27,0.00678,0,L2131,56.27,Leak_1433
L2132,1.73,0.00014,0,L2132,1.73,Leak_1434
L2132,11.29,0.00017,1,L2132_1,9.56,Leak_1435
L2133,10.46,0.00094,0,L2133,10.46,Leak_1436
L2133,156.61,0.00083,1,L2133_1,146.15,Leak_1437
L2135,2.82,0.0001,0,L2135,2.82,Leak_1438
L2136,22.98,0.00509,0,L2136,22.98,Leak_1439
L2137,0.04,0.0012,0,L2137,0.04,Leak_1440
L2139,1.79,0.000054,0,L2139,1.79,Leak_1441
L2139,13.27,0.000056,1,L2139_1,11.48,Leak_1442
L214,53.96,0.00079,0,L214,53.96,Leak_1443
L214,55.4,0.00075,1,L214_1,1.44,Leak_1444
L2142,0.42,0.000099,0,L2142,0.42,Leak_1445
L2143,46.74,0.00152,0,L2143,46.74,Leak_1446
L2144,10.33,0.00133,0,L2144,10.33,Leak_1447
L2145,5.71,0.000021,0,L2145,5.71,Leak_1448
L2145,169.22,0.000018,1,L2145_1,163.51,Leak_1449
L2145,208.87,0.000021,2,L2145_2,39.65,Leak_1450
L2148,18.35,0.00258,0,L2148,18.35,Leak_1451
L2148,19.26,0.00272,1,L2148_1,0.91,Leak_1452
L2148,153.11,0.00306,2,L2148_2,133.85,Leak_1453
L2148,280.05,0.00312,3,L2148_3,126.94,Leak_1454
L2149,92.37,0.00065,0,L2149,92.37,Leak_1455
L2149,160.76,0.00069,1,L2149_1,68.39,Leak_1456
L2149,177.05,0.00064,2,L2149_2,16.29,Leak_1457
L2150,341.29,0.00511,0,L2150,341.29,Leak_1458
L2150,357.46,0.00511,1,L2150_1,16.17,Leak_1459
L2150,472.53,0.00521,2,L2150_2,115.07,Leak_1460
L2151,86.5,0.00028,0,L2151,86.5,Leak_1461
L2151,89.03,0.00137,1,L2151_1,2.53,Leak_1462
L2152,7.03,0.00049,0,L2152,7.03,Leak_1463
L2153,135.55,0.00206,0,L2153,135.55,Leak_1464
L2153,152.31,0.00193,1,L2153_1,16.76,Leak_1465
L2154,179.16,0.00495,0,L2154,179.16,Leak_1466
L2156,28.69,0.00026,0,L2156,28.69,Leak_1467
L2157,8.89,0.0006,0,L2157,8.89,Leak_1468
L2157,41.97,0.00053,1,L2157_1,33.08,Leak_1469
L2158,47.26,0.00063,0,L2158,47.26,Leak_1470
L2158,105.17,0.00071,1,L2158_1,57.91,Leak_1471
L2158,110.99,0.0007,2,L2158_2,5.82,Leak_1472
L2158,122.38,0.00062,3,L2158_3,11.39,Leak_1473
L2160,4.59,0.000078,0,L2160,4.59,Leak_1474
L2160,7.46,0.000077,1,L2160_1,2.87,Leak_1475
L2163,50.88,0.00126,0,L2163,50.88,Leak_1476
L2163,88.73,0.0014,1,L2163_1,37.85,Leak_1477
L2164,44.42,0.00057,0,L2164,44.42,Leak_1478
L2165,1.13,0.000013,0,L2165,1.13,Leak_1479
L2166,59.38,0.00089,0,L2166,59.38,Leak_1480
L2166,79.78,0.00096,1,L2166_1,20.4,Leak_1481
L2166,120.67,0.00088,2,L2166_2,40.89,Leak_1482
L2167,127.61,0.00023,0,L2167,127.61,Leak_1483
L2167,149.92,0.00024,1,L2167_1,22.31,Leak_1484
L2168,4.49,0.00018,0,L2168,4.49,Leak_1485
L2169,111.98,0.00155,0,L2169,111.98,Leak_1486
L217,29.14,0.00145,0,L217,29.14,Leak_1487
L2171,93.01,0.00182,0,L2171,93.01,Leak_1488
L2171,249.4,0.00162,1,L2171_1,156.39,Leak_1489
L2171,251.04,0.00167,2,L2171_2,1.64,Leak_1490
L2172,26.36,0.00074,0,L2172,26.36,Leak_1491
L2173,251.03,0.00702,0,L2173,251.03,Leak_1492
L2173,261.82,0.03779,1,L2173_1,10.79,Leak_1493
L2177,9.77,0.00036,0,L2177,9.77,Leak_1494
L2179,10.09,0.000059,0,L2179,10.09,Leak_1495
L2179,12.71,0.000051,1,L2179_1,2.62,Leak_1496
L2180,0.55,0.000092,0,L2180,0.55,Leak_1497
L2180,5.45,0.000096,1,L2180_1,4.9,Leak_1498
L2180,6.24,0.01077,2,L2180_2,0.79,Leak_1499
L2182,1.61,0.000019,0,L2182,1.61,Leak_1500
L2182,6.72,0.00002,1,L2182_1,5.11,Leak_1501
L2183,0.54,0.000083,0,L2183,0.54,Leak_1502
L2184,92.36,0.00095,0,L2184,92.36,Leak_1503
L2184,251.29,0.00087,1,L2184_1,158.93,Leak_1504
L2185,85.68,0.00065,0,L2185,85.68,Leak_1505
L2185,120.06,0.00066,1,L2185_1,34.38,Leak_1506
L2185,153.84,0.0007,2,L2185_2,33.78,Leak_1507
L2187,7.75,0.00241,0,L2187,7.75,Leak_1508
L2188,3.58,0.00115,0,L2188,3.58,Leak_1509
L2189,112.86,0.00086,0,L2189,112.86,Leak_1510
L2189,117.09,0.00078,1,L2189_1,4.23,Leak_1511
L2190,24.1,0.00114,0,L2190,24.1,Leak_1512
L2192,79.39,0.00033,0,L2192,79.39,Leak_1513
L2194,37.51,0.00187,0,L2194,37.51,Leak_1514
L2194,234.32,0.00193,1,L2194_1,196.81,Leak_1515
L2194,264.5,0.00201,2,L2194_2,30.18,Leak_1516
L2195,39.96,0.00146,0,L2195,39.96,Leak_1517
L2196,28.51,0.000023,0,L2196,28.51,Leak_1518
L2196,33.69,0.000023,1,L2196_1,5.18,Leak_1519
L2197,6.87,0.00027,0,L2197,6.87,Leak_1520
L2198,2.21,0.000075,0,L2198,2.21,Leak_1521
L22,19.89,0.0008,0,L22,19.89,Leak_1522
L22,62.61,0.00085,1,L22_1,42.72,Leak_1523
L22,64.61,0.00092,2,L22_2,2,Leak_1524
L22,112.55,0.00083,3,L22_3,47.94,Leak_1525
L22,183.92,0.00092,4,L22_4,71.37,Leak_1526
L22,276.8,0.0008,5,L22_5,92.88,Leak_1527
L2200,14.71,0.00112,0,L2200,14.71,Leak_1528
L2200,23.06,0.0011,1,L2200_1,8.35,Leak_1529
L2200,106.97,0.00117,2,L2200_2,83.91,Leak_1530
L2201,64.39,0.00254,0,L2201,64.39,Leak_1531
L2201,251.95,0.00258,1,L2201_1,187.56,Leak_1532
L2201,324.4,0.0023,2,L2201_2,72.45,Leak_1533
L2202,2.63,0.000057,0,L2202,2.63,Leak_1534
L2203,14.65,0.00044,0,L2203,14.65,Leak_1535
L2203,68.34,0.00039,1,L2203_1,53.69,Leak_1536
L2204,0.65,0.00102,0,L2204,0.65,Leak_1537
L2208,61.52,0.00325,0,L2208,61.52,Leak_1538
L2209,3.18,0.00099,0,L2209,3.18,Leak_1539
L221,24.32,0.00173,0,L221,24.32,Leak_1540
L2210,195.05,0.00319,0,L2210,195.05,Leak_1541
L2211,74.18,0.00114,0,L2211,74.18,Leak_1542
L2211,75.8,0.00122,1,L2211_1,1.62,Leak_1543
L2211,79.67,0.00123,2,L2211_2,3.87,Leak_1544
L2215,225.85,0.00372,0,L2215,225.85,Leak_1545
L2215,415.63,0.00393,1,L2215_1,189.78,Leak_1546
L2216,54.6,0.00203,0,L2216,54.6,Leak_1547
L2216,65.75,0.00181,1,L2216_1,11.15,Leak_1548
L2217,39.38,0.00012,0,L2217,39.38,Leak_1549
L2217,44.68,0.00012,1,L2217_1,5.3,Leak_1550
L2219,37.15,0.00052,0,L2219,37.15,Leak_1551
L222,7.08,0.000003,0,L222,7.08,Leak_1552
L2222,13.32,0.00031,0,L2222,13.32,Leak_1553
L2222,18.38,0.00031,1,L2222_1,5.06,Leak_1554
L2223,16.88,0.00057,0,L2223,16.88,Leak_1555
L2223,57.37,0.00062,1,L2223_1,40.49,Leak_1556
L2224,65.25,0.01815,0,L2224,65.25,Leak_1557
L2224,90.15,0.00147,1,L2224_1,24.9,Leak_1558
L2224,95.62,0.00127,2,L2224_2,5.47,Leak_1559
L2225,30.46,0.00111,0,L2225,30.46,Leak_1560
L2225,84.31,0.00091,1,L2225_1,53.85,Leak_1561
L2226,15.89,0.00026,0,L2226,15.89,Leak_1562
L2226,21.98,0.00029,1,L2226_1,6.09,Leak_1563
L2227,14.49,0.00127,0,L2227,14.49,Leak_1564
L2227,38.57,0.0012,1,L2227_1,24.08,Leak_1565
L2228,58.31,0.0003,0,L2228,58.31,Leak_1566
L2228,94.83,0.00027,1,L2228_1,36.52,Leak_1567
L2229,14.31,0.00124,0,L2229,14.31,Leak_1568
L2229,34.58,0.00116,1,L2229_1,20.27,Leak_1569
L223,8.23,0.00032,0,L223,8.23,Leak_1570
L223,10.34,0.00035,1,L223_1,2.11,Leak_1571
L2230,0.51,0.00056,0,L2230,0.51,Leak_1572
L2230,7.7,0.00059,1,L2230_1,7.19,Leak_1573
L2230,97.66,0.00054,2,L2230_2,89.96,Leak_1574
L2230,128.32,0.00061,3,L2230_3,30.66,Leak_1575
L2231,107.67,0.00492,0,L2231,107.67,Leak_1576
L2232,5,0.00069,0,L2232,5,Leak_1577
L2232,154.64,0.00074,1,L2232_1,149.64,Leak_1578
L2233,9.92,0.00149,0,L2233,9.92,Leak_1579
L2233,91.59,0.0015,1,L2233_1,81.67,Leak_1580
L2235,12.79,0.00013,0,L2235,12.79,Leak_1581
L2235,15.63,0.00013,1,L2235_1,2.84,Leak_1582
L2236,1.24,0.00034,0,L2236,1.24,Leak_1583
L2236,17.65,0.00033,1,L2236_1,16.41,Leak_1584
L2237,37.52,0.00118,0,L2237,37.52,Leak_1585
L2238,14,0.00027,0,L2238,14,Leak_1586
L224,2.91,0.00026,0,L224,2.91,Leak_1587
L224,12.8,0.00026,1,L224_1,9.89,Leak_1588
L2242,2.07,0.000093,0,L2242,2.07,Leak_1589
L2246,24.04,0.00092,0,L2246,24.04,Leak_1590
L2246,24.39,0.00099,1,L2246_1,0.35,Leak_1591
L2247,6.4,0.000076,0,L2247,6.4,Leak_1592
L2248,0.91,0.000079,0,L2248,0.91,Leak_1593
L2248,1.3,0.0018,1,L2248_1,0.39,Leak_1594
L2249,0.25,0.00017,0,L2249,0.25,Leak_1595
L225,49.64,0.00089,0,L225,49.64,Leak_1596
L2250,6.52,0.00007,0,L2250,6.52,Leak_1597
L2250,7.16,0.000064,1,L2250_1,0.64,Leak_1598
L2251,2.32,0.00013,0,L2251,2.32,Leak_1599
L2253,5.34,0.00033,0,L2253,5.34,Leak_1600
L2254,10.19,0.00014,0,L2254,10.19,Leak_1601
L2255,1.98,0.00014,0,L2255,1.98,Leak_1602
L2256,6.72,0.00023,0,L2256,6.72,Leak_1603
L2258,2.22,0.00016,0,L2258,2.22,Leak_1604
L2258,5.22,0.03136,1,L2258_1,3,Leak_1605
L2259,2.69,0.00011,0,L2259,2.69,Leak_1606
L2261,3.61,0.00016,0,L2261,3.61,Leak_1607
L2263,1.3,0.01738,0,L2263,1.3,Leak_1608
L2263,4.29,0.00012,1,L2263_1,2.99,Leak_1609
L2264,5.8,0.00035,0,L2264,5.8,Leak_1610
L2265,0.68,0.000028,0,L2265,0.68,Leak_1611
L2266,2.78,0.000075,0,L2266,2.78,Leak_1612
L2267,0.79,0.04167,0,L2267,0.79,Leak_1613
L2267,10.52,0.0005,1,L2267_1,9.73,Leak_1614
L2268,0.77,0.0002,0,L2268,0.77,Leak_1615
L2269,13.51,0.00024,0,L2269,13.51,Leak_1616
L2269,23.4,0.00024,1,L2269_1,9.89,Leak_1617
L227,14.46,0.000008,0,L227,14.46,Leak_1618
L227,35.71,0.000007,1,L227_1,21.25,Leak_1619
L2270,4.55,0.00011,0,L2270,4.55,Leak_1620
L2272,1.93,0.00376,0,L2272,1.93,Leak_1621
L2272,4.72,0.000097,1,L2272_1,2.79,Leak_1622
L2274,3.31,0.00012,0,L2274,3.31,Leak_1623
L2275,22.55,0.00032,0,L2275,22.55,Leak_1624
L2275,24.4,0.00032,1,L2275_1,1.85,Leak_1625
L2276,2.55,0.000088,0,L2276,2.55,Leak_1626
L2277,3.35,0.00011,0,L2277,3.35,Leak_1627
L2278,4.33,0.00013,0,L2278,4.33,Leak_1628
L2279,4.5,0.0002,0,L2279,4.5,Leak_1629
L228,4.3,0.00013,0,L228,4.3,Leak_1630
L2280,3.54,0.00019,0,L2280,3.54,Leak_1631
L2281,3.46,0.00016,0,L2281,3.46,Leak_1632
L2283,3.73,0.00012,0,L2283,3.73,Leak_1633
L2284,0.29,0.00109,0,L2284,0.29,Leak_1634
L2285,43.37,0.000058,0,L2285,43.37,Leak_1635
L2285,79.78,0.000062,1,L2285_1,36.41,Leak_1636
L2287,2.11,0.00142,0,L2287,2.11,Leak_1637
L2287,36.58,0.04219,1,L2287_1,34.47,Leak_1638
L2288,20.85,0.00058,0,L2288,20.85,Leak_1639
L229,6.28,0.00031,0,L229,6.28,Leak_1640
L2291,10.5,0.00076,0,L2291,10.5,Leak_1641
L2292,0.82,0.000059,0,L2292,0.82,Leak_1642
L2293,9.3,0.000082,0,L2293,9.3,Leak_1643
L2294,8.14,0.00012,0,L2294,8.14,Leak_1644
L2296,16.48,0.00029,0,L2296,16.48,Leak_1645
L2296,41.63,0.00026,1,L2296_1,25.15,Leak_1646
L2297,36.1,0.00715,0,L2297,36.1,Leak_1647
L2298,19.54,0.00228,0,L2298,19.54,Leak_1648
L2298,32.97,0.00219,1,L2298_1,13.43,Leak_1649
L2299,28.92,0.00103,0,L2299,28.92,Leak_1650
L2299,113.22,0.0011,1,L2299_1,84.3,Leak_1651
L2299,126.83,0.00105,2,L2299_2,13.61,Leak_1652
L23,269.52,0.00301,0,L23,269.52,Leak_1653
L23,337.6,0.00293,1,L23_1,68.08,Leak_1654
L230,97.84,0.00309,0,L230,97.84,Leak_1655
L2300,11.1,0.00016,0,L2300,11.1,Leak_1656
L2300,17.8,0.00016,1,L2300_1,6.7,Leak_1657
L2301,3.11,0.000094,0,L2301,3.11,Leak_1658
L2301,12.89,0.000089,1,L2301_1,9.78,Leak_1659
L2303,3.16,0.00011,0,L2303,3.16,Leak_1660
L2304,2.89,0.000066,0,L2304,2.89,Leak_1661
L2308,33.78,0.00169,0,L2308,33.78,Leak_1662
L2309,11.69,0.00016,0,L2309,11.69,Leak_1663
L231,1.14,0.00166,0,L231,1.14,Leak_1664
L2310,3.49,0.000093,0,L2310,3.49,Leak_1665
L2311,7.82,0.00014,0,L2311,7.82,Leak_1666
L2312,151.41,0.00191,0,L2312,151.41,Leak_1667
L2312,162.87,0.00166,1,L2312_1,11.46,Leak_1668
L2312,249.53,0.00188,2,L2312_2,86.66,Leak_1669
L2313,109.13,0.00158,0,L2313,109.13,Leak_1670
L2313,138.65,0.00175,1,L2313_1,29.52,Leak_1671
L2313,217.54,0.00172,2,L2313_2,78.89,Leak_1672
L2314,3.82,0.00089,0,L2314,3.82,Leak_1673
L2314,74.27,0.00086,1,L2314_1,70.45,Leak_1674
L2314,101.55,0.00082,2,L2314_2,27.28,Leak_1675
L2315,7.44,0.000067,0,L2315,7.44,Leak_1676
L2316,3.13,0.00043,0,L2316,3.13,Leak_1677
L2316,14.71,0.00039,1,L2316_1,11.58,Leak_1678
L2317,3.08,0.00076,0,L2317,3.08,Leak_1679
L2318,2.42,0.00018,0,L2318,2.42,Leak_1680
L232,23.02,0.00074,0,L232,23.02,Leak_1681
L232,43.36,0.00069,1,L232_1,20.34,Leak_1682
L2320,167.49,0.03514,0,L2320,167.49,Leak_1683
L2320,237.56,0.00817,1,L2320_1,70.07,Leak_1684
L2322,5.84,0.00027,0,L2322,5.84,Leak_1685
L2324,3.13,0.000071,0,L2324,3.13,Leak_1686
L2325,7.55,0.00057,0,L2325,7.55,Leak_1687
L2326,8.28,0.00029,0,L2326,8.28,Leak_1688
L2327,0.47,0.00043,0,L2327,0.47,Leak_1689
L2329,4.9,0.00015,0,L2329,4.9,Leak_1690
L233,5.41,0.00092,0,L233,5.41,Leak_1691
L233,28.56,0.00077,1,L233_1,23.15,Leak_1692
L2330,19.34,0.0002,0,L2330,19.34,Leak_1693
L2331,16.44,0.00034,0,L2331,16.44,Leak_1694
L2331,35.04,0.00035,1,L2331_1,18.6,Leak_1695
L2332,0.76,0.00037,0,L2332,0.76,Leak_1696
L2332,16.98,0.00035,1,L2332_1,16.22,Leak_1697
L2333,2.03,0.00024,0,L2333,2.03,Leak_1698
L2334,2.96,0.000011,0,L2334,2.96,Leak_1699
L2335,12.98,0.00038,0,L2335,12.98,Leak_1700
L2337,1.34,0.000035,0,L2337,1.34,Leak_1701
L2337,6.5,0.000033,1,L2337_1,5.16,Leak_1702
L2338,19.41,0.02657,0,L2338,19.41,Leak_1703
L2339,1.6,0.00004,0,L2339,1.6,Leak_1704
L2340,7.68,0.00018,0,L2340,7.68,Leak_1705
L2341,6.35,0.00013,0,L2341,6.35,Leak_1706
L2342,4.25,0.00018,0,L2342,4.25,Leak_1707
L2343,0.47,0.000091,0,L2343,0.47,Leak_1708
L2344,3.72,0.000082,0,L2344,3.72,Leak_1709
L2345,2.98,0.000079,0,L2345,2.98,Leak_1710
L2346,1.62,0.000022,0,L2346,1.62,Leak_1711
L2350,2.67,0.00039,0,L2350,2.67,Leak_1712
L2351,6.95,0.00032,0,L2351,6.95,Leak_1713
L2352,0.06,0.00012,0,L2352,0.06,Leak_1714
L2353,6.62,0.00011,0,L2353,6.62,Leak_1715
L2354,2.85,0.000065,0,L2354,2.85,Leak_1716
L2355,2.21,0.000065,0,L2355,2.21,Leak_1717
L2358,2.18,0.00022,0,L2358,2.18,Leak_1718
L2358,19.66,0.00024,1,L2358_1,17.48,Leak_1719
L236,38.35,0.00045,0,L236,38.35,Leak_1720
L236,70.48,0.00045,1,L236_1,32.13,Leak_1721
L2360,42.34,0.00024,0,L2360,42.34,Leak_1722
L2360,54.24,0.00024,1,L2360_1,11.9,Leak_1723
L2362,119.99,0.00025,0,L2362,119.99,Leak_1724
L2363,33.12,0.00068,0,L2363,33.12,Leak_1725
L2363,93.28,0.0007,1,L2363_1,60.16,Leak_1726
L2364,30.95,0.00099,0,L2364,30.95,Leak_1727
L2365,106.12,0.00653,0,L2365,106.12,Leak_1728
L2365,523.91,0.00666,1,L2365_1,417.79,Leak_1729
L2365,579.23,0.01822,2,L2365_2,55.32,Leak_1730
L2366,2,0.0503,0,L2366,2,Leak_1731
L2366,6.06,0.00031,1,L2366_1,4.06,Leak_1732
L2367,4.83,0.000097,0,L2367,4.83,Leak_1733
L2367,14.26,0.000091,1,L2367_1,9.43,Leak_1734
L2368,39.44,0.00032,0,L2368,39.44,Leak_1735
L237,38.63,0.00032,0,L237,38.63,Leak_1736
L2370,1.7,0.0001,0,L2370,1.7,Leak_1737
L2371,2.81,0.00284,0,L2371,2.81,Leak_1738
L2374,0.68,0.000067,0,L2374,0.68,Leak_1739
L2374,1.22,0.000068,1,L2374_1,0.54,Leak_1740
L2375,4.81,0.00012,0,L2375,4.81,Leak_1741
L2376,3.53,0.00008,0,L2376,3.53,Leak_1742
L2377,4.44,0.00015,0,L2377,4.44,Leak_1743
L2378,2.58,0.0001,0,L2378,2.58,Leak_1744
L238,1.61,0.00034,0,L238,1.61,Leak_1745
L2380,2.31,0.00012,0,L2380,2.31,Leak_1746
L2381,4.31,0.00015,0,L2381,4.31,Leak_1747
L2383,5.91,0.00021,0,L2383,5.91,Leak_1748
L2383,12.13,0.00019,1,L2383_1,6.22,Leak_1749
L2384,7.01,0.00014,0,L2384,7.01,Leak_1750
L2387,1,0.00021,0,L2387,1,Leak_1751
L2388,31.4,0.00159,0,L2388,31.4,Leak_1752
L2389,7.49,0.00015,0,L2389,7.49,Leak_1753
L2389,7.9,0.00015,1,L2389_1,0.41,Leak_1754
L2390,0.32,0.00077,0,L2390,0.32,Leak_1755
L2390,29.03,0.00076,1,L2390_1,28.71,Leak_1756
L2390,44.76,0.00086,2,L2390_2,15.73,Leak_1757
L2392,4.57,0.00011,0,L2392,4.57,Leak_1758
L2394,0.17,0.00021,0,L2394,0.17,Leak_1759
L2396,2.66,0.00018,0,L2396,2.66,Leak_1760
L2397,6.06,0.000058,0,L2397,6.06,Leak_1761
L2398,2.35,0.00024,0,L2398,2.35,Leak_1762
L2399,13.54,0.00033,0,L2399,13.54,Leak_1763
L2399,20.82,0.00027,1,L2399_1,7.28,Leak_1764
L24,117.39,0.00388,0,L24,117.39,Leak_1765
L240,70.6,0.00183,0,L240,70.6,Leak_1766
L2400,20.26,0.00085,0,L2400,20.26,Leak_1767
L2400,36.27,0.0008,1,L2400_1,16.01,Leak_1768
L2403,3.19,0.00025,0,L2403,3.19,Leak_1769
L2405,16.44,0.0012,0,L2405,16.44,Leak_1770
L2406,6.93,0.000021,0,L2406,6.93,Leak_1771
L2407,24,0.00131,0,L2407,24,Leak_1772
L241,52.86,0.0008,0,L241,52.86,Leak_1773
L241,141.9,0.00083,1,L241_1,89.04,Leak_1774
L241,165.6,0.00068,2,L241_2,23.7,Leak_1775
L241,195.53,0.00079,3,L241_3,29.93,Leak_1776
L2413,34.53,0.00401,0,L2413,34.53,Leak_1777
L2414,75.24,0.0022,0,L2414,75.24,Leak_1778
L2414,152.87,0.00217,1,L2414_1,77.63,Leak_1779
L2414,209.87,0.00192,2,L2414_2,57,Leak_1780
L2415,12.59,0.00073,0,L2415,12.59,Leak_1781
L2416,0.62,0.00304,0,L2416,0.62,Leak_1782
L2417,10.95,0.00079,0,L2417,10.95,Leak_1783
L2418,72.81,0.00603,0,L2418,72.81,Leak_1784
L2420,6.15,0.00032,0,L2420,6.15,Leak_1785
L2420,6.86,0.00037,1,L2420_1,0.71,Leak_1786
L2421,25.8,0.00074,0,L2421,25.8,Leak_1787
L2421,39.83,0.00082,1,L2421_1,14.03,Leak_1788
L2423,11.78,0.00233,0,L2423,11.78,Leak_1789
L2425,2.66,0.000061,0,L2425,2.66,Leak_1790
L2426,6.86,0.00147,0,L2426,6.86,Leak_1791
L2428,18.97,0.00001,0,L2428,18.97,Leak_1792
L2428,82.89,0.00001,1,L2428_1,63.92,Leak_1793
L2430,8.35,0.00109,0,L2430,8.35,Leak_1794
L2431,4.12,0.00011,0,L2431,4.12,Leak_1795
L2433,0.28,0.000003,0,L2433,0.28,Leak_1796
L2434,2.38,0.000035,0,L2434,2.38,Leak_1797
L2435,5.68,0.00017,0,L2435,5.68,Leak_1798
L2436,51.76,0.00243,0,L2436,51.76,Leak_1799
L2437,2.23,0.000006,0,L2437,2.23,Leak_1800
L2438,6.42,0.00023,0,L2438,6.42,Leak_1801
L2438,8.65,0.00023,1,L2438_1,2.23,Leak_1802
L2439,29.98,0.00212,0,L2439,29.98,Leak_1803
L244,0.33,0.00004,0,L244,0.33,Leak_1804
L2440,26.56,0.00306,0,L2440,26.56,Leak_1805
L2441,47.72,0.0012,0,L2441,47.72,Leak_1806
L2442,31.86,0.00107,0,L2442,31.86,Leak_1807
L2444,1.27,0.000059,0,L2444,1.27,Leak_1808
L2444,2.14,0.04203,1,L2444_1,0.87,Leak_1809
L2446,20.04,0.00063,0,L2446,20.04,Leak_1810
L2447,64.03,0.00137,0,L2447,64.03,Leak_1811
L2448,35.75,0.00047,0,L2448,35.75,Leak_1812
L2448,48.89,0.00048,1,L2448_1,13.14,Leak_1813
L2450,31.46,0.00232,0,L2450,31.46,Leak_1814
L2450,55.44,0.07039,1,L2450_1,23.98,Leak_1815
L2450,74.13,0.00218,2,L2450_2,18.69,Leak_1816
L2450,198.3,0.00215,3,L2450_3,124.17,Leak_1817
L2451,0.69,0.00001,0,L2451,0.69,Leak_1818
L2452,858.97,0.01684,0,L2452,858.97,Leak_1819
L2453,20.34,0.00019,0,L2453,20.34,Leak_1820
L2453,24.1,0.00019,1,L2453_1,3.76,Leak_1821
L2455,2.02,0.00049,0,L2455,2.02,Leak_1822
L2456,3.83,0.00004,0,L2456,3.83,Leak_1823
L2458,6.09,0.0002,0,L2458,6.09,Leak_1824
L2458,24.28,0.00019,1,L2458_1,18.19,Leak_1825
L2458,47.64,0.00022,2,L2458_2,23.36,Leak_1826
L2459,320.14,0.00916,0,L2459,320.14,Leak_1827
L2460,1.97,0.00151,0,L2460,1.97,Leak_1828
L2461,132.8,0.00245,0,L2461,132.8,Leak_1829
L2462,3.34,0.000083,0,L2462,3.34,Leak_1830
L2463,12.54,0.00343,0,L2463,12.54,Leak_1831
L2463,184.4,0.03348,1,L2463_1,171.86,Leak_1832
L2463,206.79,0.00327,2,L2463_2,22.39,Leak_1833
L2465,111.02,0.00186,0,L2465,111.02,Leak_1834
L2465,127.52,0.00176,1,L2465_1,16.5,Leak_1835
L2465,133.26,0.00163,2,L2465_2,5.74,Leak_1836
L2468,87.79,0.02687,0,L2468,87.79,Leak_1837
L2469,18.4,0.00119,0,L2469,18.4,Leak_1838
L2469,22.17,0.00112,1,L2469_1,3.77,Leak_1839
L2469,61.16,0.0011,2,L2469_2,38.99,Leak_1840
L2471,12.14,0.00388,0,L2471,12.14,Leak_1841
L2472,40.23,0.00075,0,L2472,40.23,Leak_1842
L2473,181.9,0.00261,0,L2473,181.9,Leak_1843
L2474,47.58,0.00108,0,L2474,47.58,Leak_1844
L2478,135,0.00231,0,L2478,135,Leak_1845
L2478,160.76,0.00261,1,L2478_1,25.76,Leak_1846
L2479,18.68,0.00114,0,L2479,18.68,Leak_1847
L2479,252.74,0.00123,1,L2479_1,234.06,Leak_1848
L2479,321.6,0.00104,2,L2479_2,68.86,Leak_1849
L2480,73.05,0.04023,0,L2480,73.05,Leak_1850
L2480,95.66,0.00403,1,L2480_1,22.61,Leak_1851
L2480,141.37,0.00363,2,L2480_2,45.71,Leak_1852
L2480,320.19,0.0038,3,L2480_3,178.82,Leak_1853
L2480,550.03,0.00368,4,L2480_4,229.84,Leak_1854
L2481,53.14,0.00082,0,L2481,53.14,Leak_1855
L2483,21.28,0.00077,0,L2483,21.28,Leak_1856
